State_Region,State_Region_Mya,SR_Pcode,District,District_Mya,D_Pcode,Township,Township_Mya,TS_Pcode,Place,Postcode,Remark
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina,01011,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myitkyina University,01012,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Mankein,01013,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Aungmyintha,01014,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Mapakha,01015,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Tarlawgyi,01016,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Myothitgyi,01017,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Myitkyina,မြစ်ကြီးနား,MMR001001,Pyihtaung,01018,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Nawngmun,နောင်မွန်း,MMR001017,Nawngmun,01031,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Nawngmun,နောင်မွန်း,MMR001017,Pannandin,01032,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Machanbaw,မချမ်းဘော,MMR001016,Machanbaw,01041,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Puta-O,ပူတာအို,MMR001014,Puta-O,01051,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Puta-O,ပူတာအို,MMR001014,Puta-O airport,01052,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Sumprabum,ဆွမ်ပရာဘွမ်,MMR001015,Sumprabum,01061,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Chipwi,ချီဗွေ,MMR001005,Chipwi,01071,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Chipwi,ချီဗွေ,MMR001005,Panwar,01072,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Waingmaw,ဝိုင်းမော်,MMR001002,Waingmaw,01081,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Waingmaw,ဝိုင်းမော်,MMR001002,Sadone,01082,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Waingmaw,ဝိုင်းမော်,MMR001002,Kanbaiti,01083,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Waingmaw,ဝိုင်းမော်,MMR001002,Warshaung,01084,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Waingmaw,ဝိုင်းမော်,MMR001002,Khatcho,01085,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Tanai,တနိုင်း,MMR001004,Tanai,01091,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Tanai,တနိုင်း,MMR001004,Shinbweyan,01092,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mogaung,မိုးကောင်း,MMR001008,Namtee,01101,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mogaung,မိုးကောင်း,MMR001008,Sarhmaw,01102,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mogaung,မိုးကောင်း,MMR001008,Mogaung,01103,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mogaung,မိုးကောင်း,MMR001008,Pinbaw,01104,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mogaung,မိုးကောင်း,MMR001008,Nammana,01105,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mogaung,မိုးကောင်း,MMR001008,Mayan,01106,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Mohnyin,01111,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Hopin,01112,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Nanmar,01113,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Nantmon,01114,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Nantsiaung,01115,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Mawhan,01116,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Mohnyin,မိုးညှင်း,MMR001007,Loneton,01117,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Shwegu,ရွှေကူ,MMR001011,Shwegu,01121,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Shwegu,ရွှေကူ,MMR001011,Myohla,01122,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Shwegu,ရွှေကူ,MMR001011,Sinkham,01123,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo,01131,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Bhamo,ဗန်းမော်,MMR001010,Bhamo University,01132,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Mansi,မန်စီ,MMR001013,Mansi,01141,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Mansi,မန်စီ,MMR001013,Manweingyi,01142,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Momauk,မိုးမောက်,MMR001012,Momauk,01151,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Momauk,မိုးမောက်,MMR001012,Myothit,01152,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Momauk,မိုးမောက်,MMR001012,Dawphoneyan,01153,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Momauk,မိုးမောက်,MMR001012,Lwegel,01154,
Kachin,ကချင်ပြည်နယ်,MMR001,Bhamo,ဗန်းမော်ခရိုင်,MMR001D003,Momauk,မိုးမောက်,MMR001012,Seinlonkabar,01155,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Hpakant,ဖားကန့်,MMR001009,Hpakant,01161,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Hpakant,ဖားကန့်,MMR001009,Karmine,01162,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Hpakant,ဖားကန့်,MMR001009,Shaduzut,01163,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Hpakant,ဖားကန့်,MMR001009,Lonekhin,01164,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Hpakant,ဖားကန့်,MMR001009,Dunban,01165,
Kachin,ကချင်ပြည်နယ်,MMR001,Mohnyin,မိုးညှင်းခရိုင်,MMR001D002,Tsawlaw,ဆော့လော်,MMR001006,Tsawlaw,01171,
Kachin,ကချင်ပြည်နယ်,MMR001,Puta-O,ပူတာအိုခရိုင်,MMR001D004,Khaunglanhpu,ခေါင်လန်ဖူး,MMR001018,Khaunglanhpu,01181,
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Sinbo,#N/A,#N/A,Sinbo,01191,No Pcode data
Kachin,ကချင်ပြည်နယ်,MMR001,Myitkyina,မြစ်ကြီးနားခရိုင်,MMR001D001,Injangyang,အင်ဂျန်းယန်,MMR001003,Injangyang,01201,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Hkamti,ခန္တီး,MMR005033,Nanyun,02011,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Nanyun,နန်းယွန်း,MMR005037,Pansaug,02012,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Nanyun,နန်းယွန်း,MMR005037,Donhee,02013,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Hkamti,ခန္တီး,MMR005033,Laheir,02021,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Lahe,လဟယ်,MMR005036,Htanparkhwe,02022,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Hkamti,ခန္တီး,MMR005033,Hkamti,02031,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Hkamti,ခန္တီး,MMR005033,Layshee,02041,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Homalin,ဟုမ္မလင်း,MMR005034,Homalin,02051,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Homalin,ဟုမ္မလင်း,MMR005034,Htamanthi,02052,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Homalin,ဟုမ္မလင်း,MMR005034,Naungpoaung,02053,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,MawLaik,မော်လိုက်ခရိုင်,MMR005D007,Paungbyin,ဖေါင်းပြင်,MMR005032,Paungbyin,02061,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Mawlaik,မော်လိုက်ခရိုင်,MMR005D007,Paungbyin,ဖေါင်းပြင်,MMR005032,Thanga,02062,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Mawlaik,မော်လိုက်ခရိုင်,MMR005D007,Paungbyin,ဖေါင်းပြင်,MMR005032,Minyar,02063,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,MawLaik,မော်လိုက်ခရိုင်,MMR005D007,Paungbyin,ဖေါင်းပြင်,MMR005032,Taungthut,02064,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Tamu,တမူးခရိုင်,MMR005D006,Tamu,တမူး,MMR005030,Tamu,02071,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Tamu,တမူးခရိုင်,MMR005D006,Tamu,တမူး,MMR005030,Mintha,02072,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Tamu,တမူးခရိုင်,MMR005D006,Tamu,တမူး,MMR005030,Uaungzayya,02073,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Tamu,တမူးခရိုင်,MMR005D006,Tamu,တမူး,MMR005030,Bandoola,02074,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Tamu,တမူးခရိုင်,MMR005D006,Tamu,တမူး,MMR005030,Myothit,02075,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Tamu,တမူးခရိုင်,MMR005D006,Tamu,တမူး,MMR005030,Khanpart,02076,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Mawlaik,မော်လိုက်ခရိုင်,MMR005D007,Mawlaik,မော်လိုက်,MMR005031,Mawlaik,02081,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Mawlaik,မော်လိုက်ခရိုင်,MMR005D007,Mawlaik,မော်လိုက်,MMR005031,Kindat,02082,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Kale,ကလေး,MMR005027,Kale,02091,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Kale,ကလေး,MMR005027,Tahan,02092,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Kale,ကလေး,MMR005027,Natchaung,02093,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Kale,ကလေး,MMR005027,Myokesee,02094,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Kalewa,ကလေးဝ,MMR005028,Kalewa,02101,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Kalewa,ကလေးဝ,MMR005028,Masein,02102,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Mingin,မင်းကင်း,MMR005029,Minkin,02111,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Mingin,မင်းကင်း,MMR005029,Kyarpin,02112,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Kale,ကလေးခရိုင်,MMR005D005,Mingin,မင်းကင်း,MMR005029,Moukkataw,02113,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Kani,ကနီ,MMR005017,Kani,02121,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Kani,ကနီ,MMR005017,Kin,02122,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Banmauk,ဗန်းမောက်,MMR005023,Banmauk,02131,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Indaw,အင်းတော်,MMR005021,Indaw,02141,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Indaw,အင်းတော်,MMR005021,Mawluu,02142,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Hkamti,ခန္တီးခရိုင်,MMR005D008,Lay Shi,လေရှီး,MMR005035,Mowinelute,02142,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Indaw,အင်းတော်,MMR005021,Nabar,02143,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Indaw,အင်းတော်,MMR005021,Meza,02144,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Katha,ကသာ,MMR005020,Katha,02151,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Katha,ကသာ,MMR005020,Moda,02152,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Katha,ကသာ,MMR005020,Inywa,02153,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Pinlebu,ပင်လည်ဘူး,MMR005026,Pinlebu,02161,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Wuntho,ဝန်းသို,MMR005025,Wuntho,02171,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Wuntho,ဝန်းသို,MMR005025,Nankhan,02172,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Wuntho,ဝန်းသို,MMR005025,Joehtaung,02173,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Kawlin,ကောလင်း,MMR005024,Kawlin,02181,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Kawlin,ကောလင်း,MMR005024,Koehtaungbo,02182,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Katha,ကသာခရိုင်,MMR005D004,Tigyaing,ထီးချိုင့်,MMR005022,Tigyaing,02191,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Kyunhla,ကျွန်းလှ,MMR005008,Kyunhla,02201,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Kanbalu,ကန့်ဘလူ,MMR005007,Kantbalu,02211,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Kanbalu,ကန့်ဘလူ,MMR005007,Chatthin,02213,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Kanbalu,ကန့်ဘလူ,MMR005007,Htantabin,02214,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Kanbalu,ကန့်ဘလူ,MMR005007,Kabo,02215,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Kanbalu,ကန့်ဘလူ,MMR005007,HtanKone,02216,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Taze,တန့်ဆည်,MMR005011,Taze,02221,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Khin-U,ခင်ဦး,MMR005005,Khin U,02231,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Ye-U,ရေဦး,MMR005009,Yeu,02241,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Tabayin,ဒီပဲယင်း,MMR005010,Depeyin,02251,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Shwebo,ရွှေဘို,MMR005004,Shwebo,02261,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Shwebo,ရွှေဘို,MMR005004,Kyaukmyaung,02262,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Shwebo,ရွှေဘို,MMR005004,Seikkon,02263,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Shwebo,ရွှေဘို,MMR005004,Shwebo Collage,02264,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Shwebo,ရွှေဘို,MMR005004,Paline,02265,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Budalin,ဘုတလင်,MMR005013,Budalin,02271,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Wetlet,ဝက်လက်,MMR005006,Wetlet,02281,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Shwebo,ရွှေဘိုခရိုင်,MMR005D002,Wetlet,ဝက်လက်,MMR005006,Hlataw,02282,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Ayadaw,အရာတော်,MMR005014,Ahyadaw,02291,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Monywa,02301,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Monywa Bazaar,02302,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Ahlon,02303,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,MonywaCollage,02304,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Namakha,02305,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Monywa (GTC),02306,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Sonechaung,02307,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Nyaungpingyi,02308,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Monywa,မုံရွာ,MMR005012,Thazi,02309,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Yinmarbin,ယင်းမာပင်,MMR005016,Yinmabin,02311,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Salingyi,ဆားလင်းကြီး,MMR005018,Salingyi,02321,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Salingyi,ဆားလင်းကြီး,MMR005018,Kyaesintaung,02322,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Chaung-U,ချောင်းဦး,MMR005015,Chaung-U,02331,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Chaung-U,ချောင်းဦး,MMR005015,Khinmon,02332,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Myinmu,မြင်းမူ,MMR005002,Myinmu,02341,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Pale,ပုလဲ,MMR005019,Pale,02351,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Monywa,မုံရွာခရိုင်,MMR005D003,Pale,ပုလဲ,MMR005019,Mintaingpin,02352,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Sagaing,02371,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Sartaung,02372,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Nyaungpinwine,02373,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Ywathitgyi,02374,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Ywahtaung,02375,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Sagainghills,02376,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Sagaing,စစ်ကိုင်း,MMR005001,Padu,02377,
Sagaing,စစ်ကိုင်းတိုင်းဒေသကြီး,MMR005,Sagaing,စစ်ကိုင်းခရိုင်,MMR005D001,Myaung,မြောင်,MMR005003,Myaung,02381,
Chin,ချင်းပြည်နယ်,MMR004,Falam,ဖလန်းခရိုင်,MMR004D001,Hakha,ဟားခါး,MMR004002,Hakha,03011,
